cui,code,str
C0017628,A10BB01,glibenclamide
C0008287,A10BB02,chlorpropamide
C0040374,A10BB03,tolbutamide
C0350998,A10BB04,glibornuride
C0040372,A10BB05,tolazamide
C0007080,A10BB06,carbutamide
C0017642,A10BB07,glipizide
C0061328,A10BB08,gliquidone
C0017631,A10BB09,gliclazide
C0663351,A10BB10,metahexamide
C0061330,A10BB11,glisoxepide
C0061323,A10BB12,glimepiride
C0000992,A10BB31,acetohexamide
C3653361,A10BC,Sulfonamides (heterocyclic)
C3653361,A10BC,"Sulfonamides (heterocyclic), blood glucose lowering drugs"
C0351000,A10BC01,glymidine
C3653313,A10BD,Combinations of oral blood glucose lowering drugs
C3652724,A10BD01,phenformin and sulfonylureas
C3652453,A10BD02,metformin and sulfonylureas
C1620263,A10BD03,metformin and rosiglitazone
C1654733,A10BD04,glimepiride and rosiglitazone
C1635037,A10BD05,metformin and pioglitazone
C1737290,A10BD06,glimepiride and pioglitazone
C1952576,A10BD07,metformin and sitagliptin
C3652744,A10BD08,metformin and vildagliptin
C3535925,A10BD09,pioglitazone and alogliptin
C2960912,A10BD10,metformin and saxagliptin
C3264599,A10BD11,metformin and linagliptin
C3652723,A10BD12,pioglitazone and sitagliptin
C3535926,A10BD13,metformin and alogliptin
C2356045,A10BD14,metformin and repaglinide
C3700400,A10BD15,metformin and dapagliflozin
C3848705,A10BD16,metformin and canagliflozin
C3871467,A10BD17,metformin and acarbose
C3871441,A10BD18,metformin and gemigliptin
C3871442,A10BD19,linagliptin and empagliflozin
C4050748,A10BD20,metformin and empagliflozin
C4059158,A10BD21,saxagliptin and dapagliflozin
C4542173,A10BD22,metformin and evogliptin
C4535599,A10BD23,metformin and ertugliflozin
C4535697,A10BD24,sitagliptin and ertugliflozin
C4759134,A10BD25,"metformin, saxagliptin and dapagliflozin"
C5432209,A10BD26,metformin and lobeglitazone
C5241834,A10BD27,"metformin, linagliptin and empagliflozin"
C5881811,A10BD28,metformin and teneligliptin
C5881829,A10BD29,sitagliptin and dapagliflozin
C5978748,A10BD30,gemigliptin and dapagliflozin
C3539108,A10BF,Alpha glucosidase inhibitors
C3539108,A10BF,"Alpha glucosidase inhibitors, blood glucose lowering"
C0050393,A10BF01,acarbose
C0066535,A10BF02,miglitol
C0532578,A10BF03,voglibose
C3541957,A10BG,Thiazolidinediones
C3541957,A10BG,"Thiazolidinediones, blood glucose lowering drugs"
C0245514,A10BG01,troglitazone
C0289313,A10BG02,rosiglitazone
C0071097,A10BG03,pioglitazone
C2744790,A10BG04,lobeglitazone
C3653297,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors
C3653297,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors for blood glucose lowering
C1565750,A10BH01,sitagliptin
C1570906,A10BH02,vildagliptin
C1611934,A10BH03,saxagliptin
C1958126,A10BH04,alogliptin
C2746078,A10BH05,linagliptin
C3501981,A10BH06,gemigliptin
C4279601,A10BH07,evogliptin
C2981308,A10BH08,teneligliptin
C3244837,A10BH51,sitagliptin and simvastatin
C4759130,A10BH52,gemigliptin and rosuvastatin
C4301632,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues
C0167117,A10BJ01,exenatide
C1456408,A10BJ02,liraglutide
C2973895,A10BJ03,lixisenatide
C2607479,A10BJ04,albiglutide
C3179549,A10BJ05,dulaglutide
C3885068,A10BJ06,semaglutide
C5139820,A10BJ07,beinaglutide
C4301634,A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors
C2353951,A10BK01,dapagliflozin
C2974540,A10BK02,canagliflozin
C3490348,A10BK03,empagliflozin
C4079805,A10BK04,ertugliflozin
C3492889,A10BK05,ipragliflozin
C3502471,A10BK06,sotagliflozin
C2933904,A10BK07,luseogliflozin
C4519094,A10BK08,bexagliflozin
C5419362,A10BK09,enavogliflozin
C3653889,A10BX,"Other blood glucose lowering drugs, excl. insulins"
C3653889,A10BX,"Other blood glucose lowering drugs, excl. insulins in ATC"
C0061996,A10BX01,guar gum
C0246689,A10BX02,repaglinide
C0903898,A10BX03,nateglinide
C0537551,A10BX05,pramlintide
C0053105,A10BX06,benfluorex
C0906166,A10BX08,mitiglinide
C3501765,A10BX15,imeglimin
C5139934,A10BX16,tirzepatide
C5446713,A10BX17,carfloglitazar
C5139834,A10BX18,dorzagliatin
C3539178,A10X,OTHER DRUGS USED IN DIABETES
C3539178,A10X,OTHER DRUGS USED IN DIABETES in ATC
C3653979,A10XA,Aldose reductase inhibitors
C3653979,A10XA,Aldose reductase inhibitors used in diabetes
C0076808,A10XA01,tolrestat
C3539178,A10XX,Other drugs used in diabetes
C3539178,A10XX,Other drugs used in diabetes in ATC
C2743673,A10XX01,teplizumab
C5707881,A10XX02,donislecel
C0042890,A11,VITAMINS
C3653317,A11A,"MULTIVITAMINS, COMBINATIONS"
C0721844,A11AA,Multivitamins with minerals
C0717929,A11AA01,multivitamins and iron
C2194201,A11AA02,multivitamins and calcium
C3652836,A11AA03,"multivitamins and other minerals, incl. combinations"
C3652738,A11AA04,multivitamins and trace elements
C3653326,A11AB,"Multivitamins, other combinations"
C3653746,A11B,"MULTIVITAMINS, PLAIN"
C3653746,A11BA,"Multivitamins, plain"
C3653336,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO"
C3653321,A11CA,"Vitamin A, plain"
C0042839,A11CA01,retinol (vit A)
C0053396,A11CA02,betacarotene
C3653318,A11CB,Vitamin A and D in combination
C3653327,A11CC,Vitamin D and analogues
C0014695,A11CC01,ergocalciferol
C0012319,A11CC02,dihydrotachysterol
C0044410,A11CC03,alfacalcidol
C0006674,A11CC04,calcitriol
C0008318,A11CC05,colecalciferol
C0006657,A11CC06,calcifediol
C3539962,A11CC20,combinations
C3539962,A11CC20,vitamin D and analog combinations
C4542159,A11CC55,"colecalciferol, combinations"
C3653334,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12"
C3653771,A11DA,"Vitamin B1, plain"
C0039840,A11DA01,thiamine (vit B1)
C0075501,A11DA02,sulbutiamine
C0053116,A11DA03,benfotiamine
C3653333,A11DB,Vitamin B1 in combination with vitamin B6 and/or vitamin B12
C3653323,A11E,"VITAMIN B-COMPLEX, INCL. COMBINATIONS"
C3653770,A11EA,"Vitamin B-complex, plain"
C0724325,A11EB,Vitamin B-complex with vitamin C
C0724326,A11EC,Vitamin B-complex with minerals
C3653332,A11ED,Vitamin B-complex with anabolic steroids
C3653331,A11EX,"Vitamin B-complex, other combinations"
C3653337,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS"
C3654013,A11GA,"Ascorbic acid (vitamin C), plain"
C3654013,A11GA,"vitamin C products, plain"
C0003968,A11GA01,ascorbic acid
C0003968,A11GA01,ascorbic acid (vit C)
C3654014,A11GB,"Ascorbic acid (vitamin C), combinations"
C3654014,A11GB,vitamin C combinations
C2006101,A11GB01,ascorbic acid and calcium
C2006101,A11GB01,ascorbic acid (vit C) and calcium
C3653840,A11H,OTHER PLAIN VITAMIN PREPARATIONS
C3653840,A11H,OTHER PLAIN VITAMIN PREPARATIONS in ATC
C3653840,A11HA,Other plain vitamin preparations
C3653840,A11HA,Other plain vitamin preparations in ATC
C0028027,A11HA01,nicotinamide
C0034272,A11HA02,pyridoxine (vit B6)
C0042874,A11HA03,tocopherol
C0042874,A11HA03,tocopherol (vit E)
C0035527,A11HA04,riboflavin (vit B2)
C0005575,A11HA05,biotin
C0034266,A11HA06,pyridoxal phosphate
C0021547,A11HA07,inositol
C0606070,A11HA08,tocofersolan
C0057610,A11HA30,dexpanthenol
C0006710,A11HA31,calcium pantothenate
C0070034,A11HA32,pantethine
C3653930,A11J,"OTHER VITAMIN PRODUCTS, COMBINATIONS"
C3653930,A11J,"OTHER VITAMIN PRODUCTS, COMBINATIONS in ATC"
C3653679,A11JA,Combinations of vitamins
C0721844,A11JB,Vitamins with minerals
C3653325,A11JC,"Vitamins, other combinations"
C0556112,A12,MINERAL SUPPLEMENTS
C3540037,A12A,CALCIUM
C3540037,A12A,CALCIUM SUPPLEMENTS
C3540037,A12AA,Calcium
C0006711,A12AA01,calcium phosphate
C0061347,A12AA02,calcium glubionate
C0006699,A12AA03,calcium gluconate
C0006681,A12AA04,calcium carbonate
C0108121,A12AA05,calcium lactate
C0771535,A12AA06,calcium lactate gluconate
C0006686,A12AA07,calcium chloride
C3652644,A12AA08,calcium glycerylphosphate
C3652667,A12AA09,calcium citrate lysine complex
C0108111,A12AA10,calcium glucoheptonate
C0006709,A12AA11,calcium pangamate
C0108101,A12AA13,calcium citrate
C3652919,A12AA20,calcium (different salts in combination)
C0108124,A12AA30,calcium laevulate
C3653309,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
C0304475,A12B,POTASSIUM
C0304475,A12B,POTASSIUM SUPPLEMENTS
C0304475,A12BA,Potassium
C0032825,A12BA01,potassium chloride
C0137996,A12BA02,potassium citrate
C3652560,A12BA03,potassium hydrogentartrate
C0071751,A12BA04,potassium hydrogencarbonate
C0301527,A12BA05,potassium gluconate
C3540740,A12BA30,potassium (different salts in combination)
C2112888,A12BA51,"potassium, combinations"
C3653938,A12C,OTHER MINERAL SUPPLEMENTS
C3653938,A12C,OTHER MINERAL SUPPLEMENTS in ATC
C3541959,A12CA,Sodium
C3541959,A12CA,Sodium supplements
C0037494,A12CA01,sodium chloride
C0074769,A12CA02,sodium sulfate
C3541396,A12CB,Zinc
C3541396,A12CB,Zinc Supplements
C0078794,A12CB01,zinc sulfate
C0149381,A12CB02,zinc gluconate
C2064896,A12CB03,zinc protein complex
C3540792,A12CC,Magnesium
C3540792,A12CC,"Magnesium supplements, alimentary tract and metabolism"
C0024472,A12CC01,magnesium chloride
C0024480,A12CC02,magnesium sulfate
C0126777,A12CC03,magnesium gluconate
C0126774,A12CC04,magnesium citrate
C0543448,A12CC05,magnesium aspartate
C0717900,A12CC06,magnesium lactate
C0614721,A12CC07,magnesium levulinate
C0381600,A12CC08,magnesium pidolate
C0536004,A12CC09,magnesium orotate
C0024477,A12CC10,magnesium oxide
C3652563,A12CC30,magnesium (different salts in combination)
C3541971,A12CD,Fluoride
C3541971,A12CD,Fluoride supplements
C0037508,A12CD01,sodium fluoride
C0142890,A12CD02,sodium monofluorophosphate
C3652870,A12CD51,"fluoride, combinations"
C0521939,A12CE,Selenium
C0521939,A12CE,Selenium supplements
C0074765,A12CE01,sodium selenate
C0142923,A12CE02,sodium selenite
C3653849,A12CX,Other mineral products
C3653849,A12CX,Other mineral products in ATC
C3543842,A13,TONICS
C3543842,A13A,TONICS
C3653709,A14,ANABOLIC AGENTS FOR SYSTEMIC USE
C0002845,A14A,ANABOLIC STEROIDS
C3653628,A14AA,Androstan derivatives
C0038148,A14AA01,androstanolone
C0038149,A14AA02,stanozolol
C0025616,A14AA03,metandienone
C0025639,A14AA04,metenolone
C0030072,A14AA05,oxymetholone
C0072862,A14AA06,quinbolone
C0011185,A14AA07,prasterone
C0029995,A14AA08,oxandrolone
C0028355,A14AA09,norethandrolone
C3541404,A14AB,Estren derivatives
C3541404,A14AB,"Estren derivatives, systemic"
C0027368,A14AB01,nandrolone
C0015099,A14AB02,ethylestrenol
C2825599,A14AB03,oxabolone cipionate
C3653945,A14B,OTHER ANABOLIC AGENTS
C3653945,A14B,OTHER ANABOLIC AGENTS in ATC
C0376447,A15,APPETITE STIMULANTS
C3542964,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
C3542964,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
C3542964,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS
C3542964,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC
C3653632,A16AA,Amino acids and derivatives
C0087163,A16AA01,levocarnitine
C0036002,A16AA02,ademetionine
C0017797,A16AA03,glutamine
C0010648,A16AA04,mercaptamine
C1318649,A16AA05,carglumic acid
C0005304,A16AA06,betaine
C0961965,A16AA07,metreleptin
C3542456,A16AB,Enzymes
C3542456,A16AB,Enzymes for ALIMENTARY TRACT AND METABOLISM
C0102139,A16AB01,alglucerase
C0291140,A16AB02,imiglucerase
C0962517,A16AB03,agalsidase alfa
C1137427,A16AB04,agalsidase beta
C1302054,A16AB05,laronidase
C0718043,A16AB06,sacrosidase
C1695579,A16AB07,alglucosidase alfa
C1615657,A16AB08,galsulfase
C1739462,A16AB09,idursulfase
C2919267,A16AB10,velaglucerase alfa
C3273401,A16AB11,taliglucerase alfa
C3817397,A16AB12,elosulfase alfa
C3490795,A16AB13,asfotase alfa
C4050579,A16AB14,sebelipase alfa
C4519112,A16AB15,velmanase alfa
C4542170,A16AB16,idursulfase beta
C4475875,A16AB17,cerliponase alfa
C4519728,A16AB18,vestronidase alfa
C4519229,A16AB19,pegvaliase
C5139798,A16AB20,pegunigalsidase alfa
C5556517,A16AB21,atidarsagene autotemcel
C5418318,A16AB22,avalglucosidase alfa
C5421138,A16AB23,cipaglucosidase alfa
C4724814,A16AB24,pegzilarginase
C4278198,A16AB25,olipudase alfa
C5419302,A16AB26,eladocagene exuparvovec
C5242456,A16AB27,pabinafusp alfa
C3653826,A16AX,Various alimentary tract and metabolism products
C0023791,A16AX01,thioctic acid
C0002937,A16AX02,anethole trithione
C0718066,A16AX03,sodium phenylbutyrate
C0173083,A16AX04,nitisinone
C0149368,A16AX05,zinc acetate
C1321596,A16AX06,miglustat
C0048897,A16AX07,sapropterin
C1530889,A16AX08,teduglutide
C3490329,A16AX09,glycerol phenylbutyrate
C3272698,A16AX10,eliglustat
C0142805,A16AX11,sodium benzoate
C0040976,A16AX12,trientine
C0281351,A16AX13,uridine triacetate
C2698220,A16AX14,migalastat
C3884837,A16AX15,telotristat
C4688584,A16AX16,givosiran
C2604598,A16AX17,triheptanoin
C5418443,A16AX18,lumasiran
C2934004,A16AX19,fosdenopterin
C1257385,A16AX20,lonafarnib
C5419314,A16AX21,elivaldogene autotemcel
C2983902,A16AX22,tiomolibdic acid
C5139806,A16AX23,leriglitazone
C5557538,A16AX24,govorestat
C5446775,A16AX25,nedosiran
C1562019,A16AX30,sodium benzoate and sodium phenylacetate
C3654015,B,BLOOD AND BLOOD FORMING ORGAN DRUGS
C3654015,B,BLOOD AND BLOOD FORMING ORGANS
C1704311,B01,ANTITHROMBOTIC AGENTS
C1704311,B01A,ANTITHROMBOTIC AGENTS
C3653316,B01AA,Vitamin K antagonists
C0005640,B01AA01,dicoumarol
C0031406,B01AA02,phenindione
C0043031,B01AA03,warfarin
C0031444,B01AA04,phenprocoumon
C0000956,B01AA07,acenocoumarol
C0015056,B01AA08,ethyl biscoumacetate
C0055939,B01AA09,clorindione
C0058366,B01AA10,diphenadione
C0612505,B01AA11,tioclomarol
C0117899,B01AA12,fluindione
C3654016,B01AB,Heparin group
C3654016,B01AB,Heparin group antithrombotic drugs
C0019134,B01AB01,heparin
C0003438,B01AB02,antithrombin III
C0206461,B01AB04,dalteparin
C0206460,B01AB05,enoxaparin
C0206232,B01AB06,nadroparin
C0215717,B01AB07,parnaparin
C0254215,B01AB08,reviparin
C0259507,B01AB09,danaparoid
C0216278,B01AB10,tinzaparin
C0061450,B01AB11,sulodexide
C0916062,B01AB12,bemiparin
C3653127,B01AB51,"heparin, combinations"
C3653817,B01AC,Platelet aggregation inhibitors excl. heparin
C0012777,B01AC01,ditazole
C0050066,B01AC02,cloricromen
C0071043,B01AC03,picotamide
C0070166,B01AC04,clopidogrel
C0040207,B01AC05,ticlopidine
C0004057,B01AC06,acetylsalicylic acid
C0012582,B01AC07,dipyridamole
C0054547,B01AC08,carbasalate calcium
C0033567,B01AC09,epoprostenol
C0063479,B01AC10,indobufen
C0079594,B01AC11,iloprost
C0288672,B01AC13,abciximab
C0051254,B01AC15,aloxiprin
C0253563,B01AC16,eptifibatide
C0247025,B01AC17,tirofiban
C0077126,B01AC18,triflusal
C0053336,B01AC19,beraprost
C1145760,B01AC21,treprostinil
C1620287,B01AC22,prasugrel
C0055729,B01AC23,cilostazol
C1999375,B01AC24,ticagrelor
C1121991,B01AC25,cangrelor
C2974521,B01AC26,vorapaxar
C2000145,B01AC27,selexipag
C0064987,B01AC28,limaprost
C3539961,B01AC30,combinations
C3539961,B01AC30,Platelet aggregation inhibitor combinations excl. heparin
C3871424,B01AC56,"acetylsalicylic acid, combinations with proton pump inhibitors"
C3541394,B01AD,Enzymes
C3541394,B01AD,"Enzymes, antithrombotic"
C0038418,B01AD01,streptokinase
C0032143,B01AD02,alteplase
C0078956,B01AD03,anistreplase
C0042071,B01AD04,urokinase
C0016016,B01AD05,fibrinolysin
C0006188,B01AD06,brinase
C0256103,B01AD07,reteplase
C0141582,B01AD08,saruplase
C0002823,B01AD09,ancrod
C1170000,B01AD10,drotrecogin alfa (activated)
C0872913,B01AD11,tenecteplase
C0033621,B01AD12,protein C
C5881813,B01AD13,apadamtase alfa and cinaxadamtase alfa
C3541936,B01AE,Direct thrombin inhibitors
C0378366,B01AE01,desirudin
C0772394,B01AE02,lepirudin
C0048470,B01AE03,argatroban
C0668961,B01AE04,melagatran
C0966370,B01AE05,ximelagatran
C0168273,B01AE06,bivalirudin
C1571583,B01AE07,dabigatran etexilate
C3653500,B01AF,Direct factor Xa inhibitors
C1739768,B01AF01,rivaroxaban
C1831808,B01AF02,apixaban
C2975435,B01AF03,edoxaban
C2698385,B01AF04,betrixaban
C5881825,B01AF51,rivaroxaban and acetylsalicylic acid
C3653978,B01AX,Other antithrombotic agents
C3653978,B01AX,Other antithrombotic agents in ATC
C0057257,B01AX01,defibrotide
C0011602,B01AX04,dermatan sulfate
C1098510,B01AX05,fondaparinux
C3713057,B01AX07,caplacizumab
C0085824,B02,ANTIHEMORRHAGICS
C0003304,B02A,ANTIFIBRINOLYTICS
C3539947,B02AA,Amino acids
C3539947,B02AA,Antifibrinolytic amino acids
C0000608,B02AA01,aminocaproic acid
C0040613,B02AA02,tranexamic acid
C0048045,B02AA03,aminomethylbenzoic acid
C3653288,B02AB,Proteinase inhibitors
C3653288,B02AB,"Proteinase inhibitors, antifibrinolytic"
C0003641,B02AB01,aprotinin
C0002191,B02AB02,alfa1 antitrypsin
C0129975,B02AB04,camostat
C0077906,B02AB05,ulinastatin
C3653335,B02B,VITAMIN K AND OTHER HEMOSTATICS
C3541380,B02BA,Vitamin K
C3541380,B02BA,Vitamin K containing hemostatics
C0031862,B02BA01,phytomenadione
C0025270,B02BA02,menadione
C3540039,B02BB,Fibrinogen
C3540039,B02BB,Fibrinogen containing hemostatics
C2587184,B02BB01,"fibrinogen, human"
C3653417,B02BC,Local hemostatics
C0017238,B02BC01,absorbable gelatin sponge
C0007649,B02BC02,oxidized cellulose
C3652634,B02BC03,tetragalacturonic acid hydroxymethylester
C0050876,B02BC05,adrenalone
C0040018,B02BC06,thrombin
C0009325,B02BC07,collagen
C0108092,B02BC08,calcium alginate
C0014563,B02BC09,epinephrine
C3539965,B02BC30,combinations
C3539965,B02BC30,Local hemostatic combinations
C0005789,B02BD,Blood coagulation factors
C0982025,B02BD01,"coagulation factor IX, II, VII and X in combination"
C0015506,B02BD02,coagulation factor VIII
C0982025,B02BD03,factor VIII inhibitor bypassing activity
C0015491,B02BD04,coagulation factor IX
C0015502,B02BD05,coagulation factor VII
C3652792,B02BD06,von Willebrand factor and coagulation factor VIII in combination
C0015528,B02BD07,coagulation factor XIII
C0015505,B02BD08,coagulation factor VIIa
C0042971,B02BD10,von Willebrand factor
C3709760,B02BD11,catridecacog
C0015518,B02BD13,coagulation factor X
C3859426,B02BD14,susoctocog alfa
C4726937,B02BD15,valoctocogene roxaparvovec
C5419304,B02BD16,etranacogene dezaparvovec
C5419306,B02BD17,fidanacogene elaparvovec
C0040018,B02BD30,thrombin
C3653977,B02BX,Other systemic hemostatics
C3653977,B02BX,Other systemic hemostatics in ATC
C0014968,B02BX01,etamsylate
C0006972,B02BX02,carbazochrome
C0035158,B02BX03,batroxobin
C2364481,B02BX04,romiplostim
C1831905,B02BX05,eltrombopag
C4278463,B02BX06,emicizumab
C4309207,B02BX07,lusutrombopag
C3886460,B02BX08,avatrombopag
C2713632,B02BX09,fostamatinib
C3494079,B02BX10,concizumab
C5226892,B02BX11,marstacimab
C3653788,B03,ANTIANEMIC PREPARATIONS
C3540023,B03A,IRON ANTIANEMIC PREPARATIONS
C3540023,B03A,IRON PREPARATIONS
C3653421,B03AA,"Iron bivalent, oral antianemic preparations"
C3653421,B03AA,"Iron bivalent, oral preparations"
C0357059,B03AA01,ferrous glycine sulfate
C0060276,B03AA02,ferrous fumarate
C0060277,B03AA03,ferrous gluconate
