code,EMIS_term,product_name,substance_name,formulation,administration_route
4109141000033117,Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size IV Beige (Medi UK Ltd),Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size IV,NA,NA,NA
4109241000033112,Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size V Beige (Medi UK Ltd),Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size V,NA,NA,NA
4109341000033119,Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size VI Beige (Medi UK Ltd),Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size VI,NA,NA,NA
4109441000033113,Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size VII Beige (Medi UK Ltd),Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size VII,NA,NA,NA
4109541000033114,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size I Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size I,NA,NA,NA
4109641000033110,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size II Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size II,NA,NA,NA
4109741000033118,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size III Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size III,NA,NA,NA
4109841000033111,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size IV Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size IV,NA,NA,NA
4109941000033115,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size V Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size V,NA,NA,NA
4110041000033111,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size VI Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size VI,NA,NA,NA
4110141000033110,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size VII Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size VII,NA,NA,NA
4110241000033115,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size I Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size I,NA,NA,NA
4110341000033113,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size II Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size II,NA,NA,NA
4110441000033119,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size IV Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size IV,NA,NA,NA
4110541000033118,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size III Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size III,NA,NA,NA
4110641000033117,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size V Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size V,NA,NA,NA
4110741000033114,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size VI Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size VI,NA,NA,NA
4110841000033116,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size VII Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size VII,NA,NA,NA
4110941000033112,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size I Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size I,NA,NA,NA
4111041000033119,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size II Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size II,NA,NA,NA
4111141000033115,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size III Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size III,NA,NA,NA
4111241000033110,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size IV Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size IV,NA,NA,NA
4111341000033117,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size V Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size V,NA,NA,NA
4111441000033111,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size VI Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size VI,NA,NA,NA
4111541000033112,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size VII Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size VII,NA,NA,NA
4111641000033113,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size I Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size I,NA,NA,NA
4111741000033116,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size II Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size II,NA,NA,NA
4111841000033114,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size III Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size III,NA,NA,NA
4111941000033118,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size IV Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size IV,NA,NA,NA
4112041000033112,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size V Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size V,NA,NA,NA
4112141000033111,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size VI Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size VI,NA,NA,NA
4112241000033116,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size VII Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size VII,NA,NA,NA
4112341000033114,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size I Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size I,NA,NA,NA
4112441000033115,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size II Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size II,NA,NA,NA
4112541000033119,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size III Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size III,NA,NA,NA
4112641000033118,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size IV Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size IV,NA,NA,NA
4112741000033110,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size V Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size V,NA,NA,NA
4112841000033117,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size VII Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size VII,NA,NA,NA
4112941000033113,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size VI Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment petite size VI,NA,NA,NA
4113041000033115,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size I Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size I,NA,NA,NA
4113141000033116,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size II Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size II,NA,NA,NA
4113241000033111,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size III Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size III,NA,NA,NA
4113341000033118,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size IV Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size IV,NA,NA,NA
4113441000033112,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size V Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size V,NA,NA,NA
4113541000033113,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size VI Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size VI,NA,NA,NA
4113641000033114,Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size VII Black (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) thigh length open toe with silicone top band lymphoedema garment size VII,NA,NA,NA
4113741000033117,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size I Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size I,NA,NA,NA
4113841000033110,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size II Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size II,NA,NA,NA
4113941000033119,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size III Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size III,NA,NA,NA
4114041000033117,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size IV Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size IV,NA,NA,NA
4114141000033118,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size V Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size V,NA,NA,NA
4114241000033113,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size VI Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size VI,NA,NA,NA
4114341000033115,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size VII Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size VII,NA,NA,NA
4114441000033114,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size I Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size I,NA,NA,NA
4114541000033110,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size II Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size II,NA,NA,NA
4114641000033111,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size III Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size III,NA,NA,NA
4114741000033119,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size IV Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size IV,NA,NA,NA
4114841000033112,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size V Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size V,NA,NA,NA
4114941000033116,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size VII Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size VII,NA,NA,NA
4115041000033116,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size VI Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size VI,NA,NA,NA
4115141000033117,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size I Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size I,NA,NA,NA
4115241000033112,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size II Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size II,NA,NA,NA
4115341000033119,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size III Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size III,NA,NA,NA
4115441000033113,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size IV Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size IV,NA,NA,NA
4115541000033114,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size V Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size V,NA,NA,NA
4115641000033110,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size VI Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size VI,NA,NA,NA
4115741000033118,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size VII Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size VII,NA,NA,NA
4115841000033111,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size I Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size I,NA,NA,NA
4115941000033115,Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size II Beige (Medi UK Ltd),Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size II,NA,NA,NA
